boundaryID,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,boundarySource,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,admUnitCount,meanVertices,minVertices,maxVertices,meanPerimeterLengthKM,minPerimeterLengthKM,maxPerimeterLengthKM,meanAreaSqKM,minAreaSqKM,maxAreaSqKM,staticDownloadLink,gjDownloadURL,tjDownloadURL,imagePreview,simplifiedGeometryGeoJSON
CAN-ADM0-50000805,Canada,CAN,2020,ADM0,Unknown,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Northern America,Europe and Northern America,Undefined,High-income Countries,1,368634,368634,368634,440372.7203281522,440372.7203281522,440372.7203281522,9877950.779368574,9877950.779368574,9877950.779368574,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM0/geoBoundaries-CAN-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM0/geoBoundaries-CAN-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM0/geoBoundaries-CAN-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM0/geoBoundaries-CAN-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM0/geoBoundaries-CAN-ADM0_simplified.geojson
CAN-ADM1-82249235,Canada,CAN,2023,ADM1,Province,Statistics Canada (StatCan),Open Government Canada 2.0,Statistics Canada Open License Agreement www.statcan.gc.ca/eng/reference/licence,www.statcan.gc.ca/eng/reference/licence,www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,Fri Apr 7 13:57:16 2023,"Jul 05, 2023",Northern America,Europe and Northern America,Undefined,High-income Countries,13,1269933,6629,5393120,57337.876731943565,2797.6750668755444,408557.1928980852,759512.8893868559,5735.936428210744,2092820.6727698585,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/CAN/ADM1/geoBoundaries-CAN-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/CAN/ADM1/geoBoundaries-CAN-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/CAN/ADM1/geoBoundaries-CAN-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/CAN/ADM1/geoBoundaries-CAN-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/CAN/ADM1/geoBoundaries-CAN-ADM1_simplified.geojson
CAN-ADM2-811477,Canada,CAN,2022,ADM2,Divisions,Statistics Canada (StatCan),Open Government Canada 2.0,,www.statcan.gc.ca/en/reference/licence,open.canada.ca/data/en/dataset/ef70dc3b-1069-4037-9bce-61f47e628a1d,Fri Apr 7 13:59:04 2023,"Dec 12, 2023",Northern America,Europe and Northern America,Undefined,High-income Countries,76,7607,90,294056,8012.610047252347,128.24573055553313,311447.1990776776,129981.37400266356,245.92894456642887,2093556.8246163584,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM2/geoBoundaries-CAN-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM2/geoBoundaries-CAN-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM2/geoBoundaries-CAN-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM2/geoBoundaries-CAN-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM2/geoBoundaries-CAN-ADM2_simplified.geojson
CAN-ADM3-43193130,Canada,CAN,2016,ADM3,Unknown,Statistics Canada (StatCan),Open Data Commons Open Database License 1.0,Statistics Canada Open License Agreement www.statcan.gc.ca/eng/reference/licence,www.statcan.gc.ca/eng/reference/licence,www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Northern America,Europe and Northern America,Undefined,High-income Countries,5162,172,4,210014,209.9944234631035,0.1051919435388153,223663.920326358,1913.7369770712253,0.0003106500342616,1039201.5874692271,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM3/geoBoundaries-CAN-ADM3-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM3/geoBoundaries-CAN-ADM3.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM3/geoBoundaries-CAN-ADM3.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM3/geoBoundaries-CAN-ADM3-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM3/geoBoundaries-CAN-ADM3_simplified.geojson
CHE-ADM0-87024499,Switzerland,CHE,2022,ADM0,The Swiss Confederation,Federal Office of Topography swisstopo,Federal Office of Topography swisstopo License,,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Western Europe,High-income Countries,1,51824,51824,51824,2460.0425265078284,2460.0425265078284,2460.0425265078284,41287.44574831212,41287.44574831212,41287.44574831212,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM0/geoBoundaries-CHE-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM0/geoBoundaries-CHE-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM0/geoBoundaries-CHE-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM0/geoBoundaries-CHE-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM0/geoBoundaries-CHE-ADM0_simplified.geojson
CHE-ADM1-70761945,Switzerland,CHE,2022,ADM1,Canton,Federal Office of Topography swisstopo,Federal Office of Topography swisstopo License,,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Western Europe,High-income Countries,26,7150,426,23930,378.7414174539,54.5799895155068,964.2261214583692,1587.978682627391,36.94896374648768,7104.951853617494,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM1/geoBoundaries-CHE-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM1/geoBoundaries-CHE-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM1/geoBoundaries-CHE-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM1/geoBoundaries-CHE-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM1/geoBoundaries-CHE-ADM1_simplified.geojson
CHE-ADM2-98125504,Switzerland,CHE,2022,ADM2,District,Federal Office of Topography swisstopo,Federal Office of Topography swisstopo License,,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Western Europe,High-income Countries,169,638,80,1724,108.25319231040056,13.122369587919058,260.642827015841,244.05735577688608,4.210603660411403,1349.9716492507405,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM2/geoBoundaries-CHE-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM2/geoBoundaries-CHE-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM2/geoBoundaries-CHE-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM2/geoBoundaries-CHE-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM2/geoBoundaries-CHE-ADM2_simplified.geojson
CHE-ADM3-14041887,Switzerland,CHE,2022,ADM3,Municipality,Federal Office of Topography swisstopo,Federal Office of Topography swisstopo License,,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,Thu Mar 23 22:07:33 2023,"Dec 12, 2023",Europe,Europe and Northern America,Western Europe,High-income Countries,2286,578,5,10058,25.49249894440433,0.3197965152797869,145.7817195246479,18.135691591244704,0.0027888334565285,438.5966644832715,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM3/geoBoundaries-CHE-ADM3-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM3/geoBoundaries-CHE-ADM3.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM3/geoBoundaries-CHE-ADM3.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM3/geoBoundaries-CHE-ADM3-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM3/geoBoundaries-CHE-ADM3_simplified.geojson
CHL-ADM0-41092099,Chile,CHL,2009,ADM0,the Republic of Chile,Natural Earth,Public Domain,,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Fri Apr 21 09:43:50 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,1,17197,17197,17197,46419.92969876103,46419.92969876103,46419.92969876103,736595.0443519306,736595.0443519306,736595.0443519306,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM0/geoBoundaries-CHL-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM0/geoBoundaries-CHL-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM0/geoBoundaries-CHL-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM0/geoBoundaries-CHL-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM0/geoBoundaries-CHL-ADM0_simplified.geojson
CHL-ADM1-47653553,Chile,CHL,2020,ADM1,Regions,"La Biblioteca del Congreso Nacional de Chile (BCN), OCHA ROLAC",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,16,209934,14086,1110877,8424.29269733238,730.9092987528123,73734.17149341672,47173.12493690122,13091.46436351454,132963.87056062478,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM1/geoBoundaries-CHL-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM1/geoBoundaries-CHL-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM1/geoBoundaries-CHL-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM1/geoBoundaries-CHL-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM1/geoBoundaries-CHL-ADM1_simplified.geojson
CHL-ADM2-35621905,Chile,CHL,2017,ADM2,Unknown,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,56,19592,773,267131,2449.421058311997,94.68930517976295,33344.39387548183,13470.72717634686,163.37081582393577,67707.84792754964,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM2/geoBoundaries-CHL-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM2/geoBoundaries-CHL-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM2/geoBoundaries-CHL-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM2/geoBoundaries-CHL-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM2/geoBoundaries-CHL-ADM2_simplified.geojson
CHL-ADM3-31580391,Chile,CHL,2020,ADM3,Communes,"La Biblioteca del Congreso Nacional de Chile (BCN), OCHA ROLAC",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,345,11423,55,596035,554.4897117584427,11.927597520051933,37388.34035246768,2187.739126047935,6.275044666657016,51399.20182560934,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM3/geoBoundaries-CHL-ADM3-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM3/geoBoundaries-CHL-ADM3.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM3/geoBoundaries-CHL-ADM3.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM3/geoBoundaries-CHL-ADM3-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM3/geoBoundaries-CHL-ADM3_simplified.geojson
CHN-ADM0-351020,China,CHN,2019,ADM0,People's Republic of China,"geoBoundaries, Wikimedia Commons",Public Domain,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Sun Apr 23 12:43:42 2023,"Dec 12, 2023",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,1,2182,2182,2182,29489.487175198257,29489.487175198257,29489.487175198257,9481447.114159036,9481447.114159036,9481447.114159036,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0_simplified.geojson
CHN-ADM1-43563684,China,CHN,2019,ADM1,People’s Republic of China,"geoBoundaries, Wikimedia Commons",Public Domain,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,34,173,5,393,3213.6324581799413,42.85624653558879,12112.770576204795,279093.7455887184,96.08712126422836,1624826.8947916185,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1_simplified.geojson
CHN-ADM2-17275852,China,CHN,2017,ADM2,County Level,"National Administration of Surveying, Mapping and Geoinformation of China, Revolutionary GIS",Open Data Commons Public Domain Dedication and License (PDDL) v1.0,revolutionarygis.wordpress.com/2017/04/11/china-shapefile-data/,revolutionarygis.wordpress.com/2014/01/18/china-prefecture-shapefile-and-china-province-shapefile/,github.com/justinelliotmeyers/-1_400-/blob/master/%E4%B8%AD%E5%9B%BD%E5%8E%BF%E7%95%8C.shp,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,2391,66,6,624,301.7719129227894,24.72178145341725,3014.139447512775,3960.94933452176,22.18066805291908,197223.14589666863,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2_simplified.geojson
CHN-ADM3-62558664,China,CHN,2017,ADM3,"County, City","Lee Beryman, OpenStreetMap",Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,2867,686,13,12033,325.7621646165027,10.681921331287583,3293.238835621697,3300.965499888889,3.065411592033493,198329.1373019805,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3_simplified.geojson
CIV-ADM0-2848817,Côte d'Ivoire,CIV,2018,ADM0,Unknown,Natural Earth,Public Domain,,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,1,1599,1599,1599,4038.890193430378,4038.890193430378,4038.890193430378,320677.26683127764,320677.26683127764,320677.26683127764,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM0/geoBoundaries-CIV-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM0/geoBoundaries-CIV-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM0/geoBoundaries-CIV-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM0/geoBoundaries-CIV-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM0/geoBoundaries-CIV-ADM0_simplified.geojson
CIV-ADM1-83157122,Côte d'Ivoire,CIV,2016,ADM1,districts de Côte d’Ivoire,"World Bank Group, OCHA Côte d’Ivoire",Creative Commons Attribution 4.0 International (CC BY 4.0),,datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/cote-divoire-administrative-boundaries-2016,Wed Aug 30 10:51:06 2023,"Dec 12, 2023",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,14,3080,869,5855,1003.7327752810614,225.06174429739616,1771.1133025830588,22972.006255632947,2069.362436366036,40092.4240671352,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM1/geoBoundaries-CIV-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM1/geoBoundaries-CIV-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM1/geoBoundaries-CIV-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM1/geoBoundaries-CIV-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM1/geoBoundaries-CIV-ADM1_simplified.geojson
CIV-ADM2-98640826,Côte d'Ivoire,CIV,2016,ADM2,régions de Côte d'Ivoire,World Bank,Creative Commons Attribution 4.0 International (CC BY 4.0),,datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/cote-divoire-administrative-boundaries-2016,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,33,1982,869,3675,629.3215074642347,225.06174429739616,1048.7507447535606,9745.699623601866,2069.362436366036,22078.228670448232,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM2/geoBoundaries-CIV-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM2/geoBoundaries-CIV-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM2/geoBoundaries-CIV-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM2/geoBoundaries-CIV-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM2/geoBoundaries-CIV-ADM2_simplified.geojson
CIV-ADM3-97208781,Côte d'Ivoire,CIV,2021,ADM3,Departments,"Comité National de Télédétection et d'Information Géographique (CNTIG), OCHA ROWCA",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,Humdata,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,510,353,8,1512,125.91669028471225,32.07830314904242,532.3877512492962,630.6040932918858,34.11263124206119,9079.723908953089,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM3/geoBoundaries-CIV-ADM3-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM3/geoBoundaries-CIV-ADM3.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM3/geoBoundaries-CIV-ADM3.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM3/geoBoundaries-CIV-ADM3-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM3/geoBoundaries-CIV-ADM3_simplified.geojson
CMR-ADM0-59405334,Cameroon,CMR,2016,ADM0,the Republic of Cameroon,"geoBoundaries, Wikimedia",Creative Commons Attribution 3.0 License,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Africa,Sub-Saharan Africa,Middle Africa,Lower-middle-income Countries,1,1407,1407,1407,4877.285772843013,4877.285772843013,4877.285772843013,465735.9628124199,465735.9628124199,465735.9628124199,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM0/geoBoundaries-CMR-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM0/geoBoundaries-CMR-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM0/geoBoundaries-CMR-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM0/geoBoundaries-CMR-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM0/geoBoundaries-CMR-ADM0_simplified.geojson
CMR-ADM1-27767025,Cameroon,CMR,2016,ADM1,Region,"geoBoundaries, Wikimedia",Creative Commons Attribution 3.0 License,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Africa,Sub-Saharan Africa,Middle Africa,Lower-middle-income Countries,10,388,240,542,1167.874673933205,602.8453543579177,1783.3082228512308,46573.59628195167,13993.73088647121,109024.23813805994,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM1/geoBoundaries-CMR-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM1/geoBoundaries-CMR-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM1/geoBoundaries-CMR-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM1/geoBoundaries-CMR-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM1/geoBoundaries-CMR-ADM1_simplified.geojson
